,is_default,pokemon_name,pokemon_url,id,name,is_baby,is_legendary,is_mythical,forms_switchable,gen,gen_url,BST
16,True,zubat,https://pokeapi.co/api/v2/pokemon/41/,41,zubat,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,245
17,True,oddish,https://pokeapi.co/api/v2/pokemon/43/,43,oddish,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320
18,True,paras,https://pokeapi.co/api/v2/pokemon/46/,46,paras,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,285
19,True,venonat,https://pokeapi.co/api/v2/pokemon/48/,48,venonat,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305
20,True,diglett,https://pokeapi.co/api/v2/pokemon/50/,50,diglett,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,265
21,False,diglett-alola,https://pokeapi.co/api/v2/pokemon/10105/,50,diglett,False,False,False,False,,,265
22,True,meowth,https://pokeapi.co/api/v2/pokemon/52/,52,meowth,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,290
23,False,meowth-alola,https://pokeapi.co/api/v2/pokemon/10107/,52,meowth,False,False,False,False,,,290
24,False,meowth-galar,https://pokeapi.co/api/v2/pokemon/10161/,52,meowth,False,False,False,False,,,290
25,False,meowth-gmax,https://pokeapi.co/api/v2/pokemon/10200/,52,meowth,False,False,False,False,,,290
26,True,psyduck,https://pokeapi.co/api/v2/pokemon/54/,54,psyduck,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320
27,True,mankey,https://pokeapi.co/api/v2/pokemon/56/,56,mankey,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305
28,True,growlithe,https://pokeapi.co/api/v2/pokemon/58/,58,growlithe,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,350
29,False,growlithe-hisui,https://pokeapi.co/api/v2/pokemon/10229/,58,growlithe,False,False,False,False,,,350
30,True,poliwag,https://pokeapi.co/api/v2/pokemon/60/,60,poliwag,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300
31,True,abra,https://pokeapi.co/api/v2/pokemon/63/,63,abra,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,310
32,True,machop,https://pokeapi.co/api/v2/pokemon/66/,66,machop,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305
33,True,bellsprout,https://pokeapi.co/api/v2/pokemon/69/,69,bellsprout,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300
34,True,tentacool,https://pokeapi.co/api/v2/pokemon/72/,72,tentacool,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,335
35,True,geodude,https://pokeapi.co/api/v2/pokemon/74/,74,geodude,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300
36,False,geodude-alola,https://pokeapi.co/api/v2/pokemon/10109/,74,geodude,False,False,False,False,,,300
37,True,venusaur,https://pokeapi.co/api/v2/pokemon/3/,3,venusaur,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,525
38,False,venusaur-mega,https://pokeapi.co/api/v2/pokemon/10033/,3,venusaur,False,False,False,True,,,625
39,False,venusaur-gmax,https://pokeapi.co/api/v2/pokemon/10195/,3,venusaur,False,False,False,True,,,525
40,True,charmeleon,https://pokeapi.co/api/v2/pokemon/5/,5,charmeleon,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,405
41,True,charizard,https://pokeapi.co/api/v2/pokemon/6/,6,charizard,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,534
42,False,charizard-mega-x,https://pokeapi.co/api/v2/pokemon/10034/,6,charizard,False,False,False,True,,,634
43,False,charizard-mega-y,https://pokeapi.co/api/v2/pokemon/10035/,6,charizard,False,False,False,True,,,634
44,False,charizard-gmax,https://pokeapi.co/api/v2/pokemon/10196/,6,charizard,False,False,False,True,,,534
45,True,wartortle,https://pokeapi.co/api/v2/pokemon/8/,8,wartortle,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,405
46,True,blastoise,https://pokeapi.co/api/v2/pokemon/9/,9,blastoise,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,530
47,False,blastoise-mega,https://pokeapi.co/api/v2/pokemon/10036/,9,blastoise,False,False,False,True,,,630
48,False,blastoise-gmax,https://pokeapi.co/api/v2/pokemon/10197/,9,blastoise,False,False,False,True,,,530
49,True,metapod,https://pokeapi.co/api/v2/pokemon/11/,11,metapod,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,205
50,True,butterfree,https://pokeapi.co/api/v2/pokemon/12/,12,butterfree,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,395
51,False,butterfree-gmax,https://pokeapi.co/api/v2/pokemon/10198/,12,butterfree,False,False,False,False,,,395
52,True,kakuna,https://pokeapi.co/api/v2/pokemon/14/,14,kakuna,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,205
53,True,beedrill,https://pokeapi.co/api/v2/pokemon/15/,15,beedrill,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,395
54,False,beedrill-mega,https://pokeapi.co/api/v2/pokemon/10090/,15,beedrill,False,False,False,True,,,495
55,True,pidgeotto,https://pokeapi.co/api/v2/pokemon/17/,17,pidgeotto,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,349
56,True,pidgeot,https://pokeapi.co/api/v2/pokemon/18/,18,pidgeot,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,479
57,False,pidgeot-mega,https://pokeapi.co/api/v2/pokemon/10073/,18,pidgeot,False,False,False,True,,,579
58,True,raticate,https://pokeapi.co/api/v2/pokemon/20/,20,raticate,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,413
59,False,raticate-alola,https://pokeapi.co/api/v2/pokemon/10092/,20,raticate,False,False,False,False,,,413
60,False,raticate-totem-alola,https://pokeapi.co/api/v2/pokemon/10093/,20,raticate,False,False,False,False,,,413
61,True,fearow,https://pokeapi.co/api/v2/pokemon/22/,22,fearow,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,442
62,True,arbok,https://pokeapi.co/api/v2/pokemon/24/,24,arbok,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,448
63,True,pikachu,https://pokeapi.co/api/v2/pokemon/25/,25,pikachu,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320
64,False,pikachu-rock-star,https://pokeapi.co/api/v2/pokemon/10080/,25,pikachu,False,False,False,False,,,320
65,False,pikachu-belle,https://pokeapi.co/api/v2/pokemon/10081/,25,pikachu,False,False,False,False,,,320
66,False,pikachu-pop-star,https://pokeapi.co/api/v2/pokemon/10082/,25,pikachu,False,False,False,False,,,320
67,False,pikachu-phd,https://pokeapi.co/api/v2/pokemon/10083/,25,pikachu,False,False,False,False,,,320
68,False,pikachu-libre,https://pokeapi.co/api/v2/pokemon/10084/,25,pikachu,False,False,False,False,,,320
69,False,pikachu-cosplay,https://pokeapi.co/api/v2/pokemon/10085/,25,pikachu,False,False,False,False,,,320
70,False,pikachu-original-cap,https://pokeapi.co/api/v2/pokemon/10094/,25,pikachu,False,False,False,False,,,320
71,False,pikachu-hoenn-cap,https://pokeapi.co/api/v2/pokemon/10095/,25,pikachu,False,False,False,False,,,320
72,False,pikachu-sinnoh-cap,https://pokeapi.co/api/v2/pokemon/10096/,25,pikachu,False,False,False,False,,,320
73,False,pikachu-unova-cap,https://pokeapi.co/api/v2/pokemon/10097/,25,pikachu,False,False,False,False,,,320
74,False,pikachu-kalos-cap,https://pokeapi.co/api/v2/pokemon/10098/,25,pikachu,False,False,False,False,,,320
75,False,pikachu-alola-cap,https://pokeapi.co/api/v2/pokemon/10099/,25,pikachu,False,False,False,False,,,320
76,False,pikachu-partner-cap,https://pokeapi.co/api/v2/pokemon/10148/,25,pikachu,False,False,False,False,,,320
77,False,pikachu-starter,https://pokeapi.co/api/v2/pokemon/10158/,25,pikachu,False,False,False,False,,,430
78,False,pikachu-world-cap,https://pokeapi.co/api/v2/pokemon/10160/,25,pikachu,False,False,False,False,,,320
79,False,pikachu-gmax,https://pokeapi.co/api/v2/pokemon/10199/,25,pikachu,False,False,False,False,,,320
80,True,raichu,https://pokeapi.co/api/v2/pokemon/26/,26,raichu,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,485
81,False,raichu-alola,https://pokeapi.co/api/v2/pokemon/10100/,26,raichu,False,False,False,False,,,485
82,False,raichu-mega-x,https://pokeapi.co/api/v2/pokemon/10304/,26,raichu,False,False,False,False,,,585
83,False,raichu-mega-y,https://pokeapi.co/api/v2/pokemon/10305/,26,raichu,False,False,False,False,,,585
84,True,sandslash,https://pokeapi.co/api/v2/pokemon/28/,28,sandslash,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,450
85,False,sandslash-alola,https://pokeapi.co/api/v2/pokemon/10102/,28,sandslash,False,False,False,False,,,450
86,True,nidorina,https://pokeapi.co/api/v2/pokemon/30/,30,nidorina,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,365
87,True,nidoqueen,https://pokeapi.co/api/v2/pokemon/31/,31,nidoqueen,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,505
88,True,nidorino,https://pokeapi.co/api/v2/pokemon/33/,33,nidorino,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,365
89,True,nidoking,https://pokeapi.co/api/v2/pokemon/34/,34,nidoking,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,505
90,True,clefairy,https://pokeapi.co/api/v2/pokemon/35/,35,clefairy,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,323
91,True,clefable,https://pokeapi.co/api/v2/pokemon/36/,36,clefable,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,483
92,False,clefable-mega,https://pokeapi.co/api/v2/pokemon/10278/,36,clefable,False,False,False,False,,,583
93,True,ninetales,https://pokeapi.co/api/v2/pokemon/38/,38,ninetales,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,505
94,False,ninetales-alola,https://pokeapi.co/api/v2/pokemon/10104/,38,ninetales,False,False,False,False,,,505
95,True,jigglypuff,https://pokeapi.co/api/v2/pokemon/39/,39,jigglypuff,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,270
96,True,wigglytuff,https://pokeapi.co/api/v2/pokemon/40/,40,wigglytuff,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,435
97,True,golbat,https://pokeapi.co/api/v2/pokemon/42/,42,golbat,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,455
98,True,gloom,https://pokeapi.co/api/v2/pokemon/44/,44,gloom,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,395
99,True,vileplume,https://pokeapi.co/api/v2/pokemon/45/,45,vileplume,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,490
100,True,parasect,https://pokeapi.co/api/v2/pokemon/47/,47,parasect,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,405
101,True,venomoth,https://pokeapi.co/api/v2/pokemon/49/,49,venomoth,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,450
102,True,dugtrio,https://pokeapi.co/api/v2/pokemon/51/,51,dugtrio,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,425
103,False,dugtrio-alola,https://pokeapi.co/api/v2/pokemon/10106/,51,dugtrio,False,False,False,False,,,425
104,True,persian,https://pokeapi.co/api/v2/pokemon/53/,53,persian,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,440
105,False,persian-alola,https://pokeapi.co/api/v2/pokemon/10108/,53,persian,False,False,False,False,,,440
106,True,golduck,https://pokeapi.co/api/v2/pokemon/55/,55,golduck,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,500
107,True,primeape,https://pokeapi.co/api/v2/pokemon/57/,57,primeape,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,455
108,True,arcanine,https://pokeapi.co/api/v2/pokemon/59/,59,arcanine,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,555
109,False,arcanine-hisui,https://pokeapi.co/api/v2/pokemon/10230/,59,arcanine,False,False,False,False,,,555
110,True,poliwhirl,https://pokeapi.co/api/v2/pokemon/61/,61,poliwhirl,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,385
111,True,poliwrath,https://pokeapi.co/api/v2/pokemon/62/,62,poliwrath,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,510
112,True,kadabra,https://pokeapi.co/api/v2/pokemon/64/,64,kadabra,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,400
113,True,alakazam,https://pokeapi.co/api/v2/pokemon/65/,65,alakazam,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,500
114,False,alakazam-mega,https://pokeapi.co/api/v2/pokemon/10037/,65,alakazam,False,False,False,True,,,600
115,True,machoke,https://pokeapi.co/api/v2/pokemon/67/,67,machoke,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,405
116,True,machamp,https://pokeapi.co/api/v2/pokemon/68/,68,machamp,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,505
117,False,machamp-gmax,https://pokeapi.co/api/v2/pokemon/10201/,68,machamp,False,False,False,False,,,505
118,True,weepinbell,https://pokeapi.co/api/v2/pokemon/70/,70,weepinbell,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,390
119,True,victreebel,https://pokeapi.co/api/v2/pokemon/71/,71,victreebel,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,490
120,False,victreebel-mega,https://pokeapi.co/api/v2/pokemon/10279/,71,victreebel,False,False,False,False,,,590
121,True,tentacruel,https://pokeapi.co/api/v2/pokemon/73/,73,tentacruel,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,515
122,True,graveler,https://pokeapi.co/api/v2/pokemon/75/,75,graveler,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,390
123,False,graveler-alola,https://pokeapi.co/api/v2/pokemon/10110/,75,graveler,False,False,False,False,,,390
124,True,ponyta,https://pokeapi.co/api/v2/pokemon/77/,77,ponyta,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,410
125,False,ponyta-galar,https://pokeapi.co/api/v2/pokemon/10162/,77,ponyta,False,False,False,False,,,410
126,True,slowpoke,https://pokeapi.co/api/v2/pokemon/79/,79,slowpoke,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,315
127,False,slowpoke-galar,https://pokeapi.co/api/v2/pokemon/10164/,79,slowpoke,False,False,False,False,,,315
128,True,magnemite,https://pokeapi.co/api/v2/pokemon/81/,81,magnemite,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,325
129,True,farfetchd,https://pokeapi.co/api/v2/pokemon/83/,83,farfetchd,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,377
130,False,farfetchd-galar,https://pokeapi.co/api/v2/pokemon/10166/,83,farfetchd,False,False,False,False,,,377
131,True,doduo,https://pokeapi.co/api/v2/pokemon/84/,84,doduo,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,310
132,True,seel,https://pokeapi.co/api/v2/pokemon/86/,86,seel,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,325
133,True,grimer,https://pokeapi.co/api/v2/pokemon/88/,88,grimer,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,325
134,False,grimer-alola,https://pokeapi.co/api/v2/pokemon/10112/,88,grimer,False,False,False,False,,,325
135,True,shellder,https://pokeapi.co/api/v2/pokemon/90/,90,shellder,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,305
136,True,gastly,https://pokeapi.co/api/v2/pokemon/92/,92,gastly,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,310
137,True,onix,https://pokeapi.co/api/v2/pokemon/95/,95,onix,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,385
138,True,drowzee,https://pokeapi.co/api/v2/pokemon/96/,96,drowzee,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,328
139,True,krabby,https://pokeapi.co/api/v2/pokemon/98/,98,krabby,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,325
140,True,voltorb,https://pokeapi.co/api/v2/pokemon/100/,100,voltorb,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,330
141,False,voltorb-hisui,https://pokeapi.co/api/v2/pokemon/10231/,100,voltorb,False,False,False,False,,,330
142,True,exeggcute,https://pokeapi.co/api/v2/pokemon/102/,102,exeggcute,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,325
143,True,cubone,https://pokeapi.co/api/v2/pokemon/104/,104,cubone,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320
144,True,lickitung,https://pokeapi.co/api/v2/pokemon/108/,108,lickitung,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,385
145,True,koffing,https://pokeapi.co/api/v2/pokemon/109/,109,koffing,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,340
146,True,rhyhorn,https://pokeapi.co/api/v2/pokemon/111/,111,rhyhorn,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,345
147,True,tangela,https://pokeapi.co/api/v2/pokemon/114/,114,tangela,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,435
148,True,kangaskhan,https://pokeapi.co/api/v2/pokemon/115/,115,kangaskhan,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,490
149,False,kangaskhan-mega,https://pokeapi.co/api/v2/pokemon/10039/,115,kangaskhan,False,False,False,True,,,590
150,True,horsea,https://pokeapi.co/api/v2/pokemon/116/,116,horsea,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,295
151,True,goldeen,https://pokeapi.co/api/v2/pokemon/118/,118,goldeen,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,320
152,True,staryu,https://pokeapi.co/api/v2/pokemon/120/,120,staryu,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,340
153,True,scyther,https://pokeapi.co/api/v2/pokemon/123/,123,scyther,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,500
154,True,pinsir,https://pokeapi.co/api/v2/pokemon/127/,127,pinsir,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,500
155,False,pinsir-mega,https://pokeapi.co/api/v2/pokemon/10040/,127,pinsir,False,False,False,True,,,600
156,True,tauros,https://pokeapi.co/api/v2/pokemon/128/,128,tauros,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,490
157,False,tauros-paldea-combat-breed,https://pokeapi.co/api/v2/pokemon/10250/,128,tauros,False,False,False,False,,,490
158,False,tauros-paldea-blaze-breed,https://pokeapi.co/api/v2/pokemon/10251/,128,tauros,False,False,False,False,,,490
159,False,tauros-paldea-aqua-breed,https://pokeapi.co/api/v2/pokemon/10252/,128,tauros,False,False,False,False,,,490
160,True,magikarp,https://pokeapi.co/api/v2/pokemon/129/,129,magikarp,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,200
161,True,lapras,https://pokeapi.co/api/v2/pokemon/131/,131,lapras,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,535
162,False,lapras-gmax,https://pokeapi.co/api/v2/pokemon/10204/,131,lapras,False,False,False,False,,,535
163,True,ditto,https://pokeapi.co/api/v2/pokemon/132/,132,ditto,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,288
164,True,eevee,https://pokeapi.co/api/v2/pokemon/133/,133,eevee,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,325
165,False,eevee-starter,https://pokeapi.co/api/v2/pokemon/10159/,133,eevee,False,False,False,False,,,435
166,False,eevee-gmax,https://pokeapi.co/api/v2/pokemon/10205/,133,eevee,False,False,False,False,,,325
167,True,porygon,https://pokeapi.co/api/v2/pokemon/137/,137,porygon,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,395
168,True,omanyte,https://pokeapi.co/api/v2/pokemon/138/,138,omanyte,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,355
169,True,kabuto,https://pokeapi.co/api/v2/pokemon/140/,140,kabuto,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,355
170,True,aerodactyl,https://pokeapi.co/api/v2/pokemon/142/,142,aerodactyl,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,515
171,False,aerodactyl-mega,https://pokeapi.co/api/v2/pokemon/10042/,142,aerodactyl,False,False,False,True,,,615
172,True,articuno,https://pokeapi.co/api/v2/pokemon/144/,144,articuno,False,True,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,580
173,False,articuno-galar,https://pokeapi.co/api/v2/pokemon/10169/,144,articuno,False,True,False,False,,,580
174,True,zapdos,https://pokeapi.co/api/v2/pokemon/145/,145,zapdos,False,True,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,580
175,False,zapdos-galar,https://pokeapi.co/api/v2/pokemon/10170/,145,zapdos,False,True,False,False,,,580
176,True,moltres,https://pokeapi.co/api/v2/pokemon/146/,146,moltres,False,True,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,580
177,False,moltres-galar,https://pokeapi.co/api/v2/pokemon/10171/,146,moltres,False,True,False,False,,,580
178,True,dratini,https://pokeapi.co/api/v2/pokemon/147/,147,dratini,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,300
179,True,mewtwo,https://pokeapi.co/api/v2/pokemon/150/,150,mewtwo,False,True,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,680
180,False,mewtwo-mega-x,https://pokeapi.co/api/v2/pokemon/10043/,150,mewtwo,False,True,False,True,,,780
181,False,mewtwo-mega-y,https://pokeapi.co/api/v2/pokemon/10044/,150,mewtwo,False,True,False,True,,,780
182,True,rapidash,https://pokeapi.co/api/v2/pokemon/78/,78,rapidash,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,500
183,False,rapidash-galar,https://pokeapi.co/api/v2/pokemon/10163/,78,rapidash,False,False,False,False,,,500
184,True,slowbro,https://pokeapi.co/api/v2/pokemon/80/,80,slowbro,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,490
185,False,slowbro-mega,https://pokeapi.co/api/v2/pokemon/10071/,80,slowbro,False,False,False,True,,,590
186,False,slowbro-galar,https://pokeapi.co/api/v2/pokemon/10165/,80,slowbro,False,False,False,True,,,490
187,True,magneton,https://pokeapi.co/api/v2/pokemon/82/,82,magneton,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,465
188,True,dodrio,https://pokeapi.co/api/v2/pokemon/85/,85,dodrio,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,470
189,True,dewgong,https://pokeapi.co/api/v2/pokemon/87/,87,dewgong,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,475
190,True,muk,https://pokeapi.co/api/v2/pokemon/89/,89,muk,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,500
191,False,muk-alola,https://pokeapi.co/api/v2/pokemon/10113/,89,muk,False,False,False,False,,,500
192,True,cloyster,https://pokeapi.co/api/v2/pokemon/91/,91,cloyster,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,525
193,True,haunter,https://pokeapi.co/api/v2/pokemon/93/,93,haunter,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,405
194,True,gengar,https://pokeapi.co/api/v2/pokemon/94/,94,gengar,False,False,False,True,generation-i,https://pokeapi.co/api/v2/generation/1/,500
195,False,gengar-mega,https://pokeapi.co/api/v2/pokemon/10038/,94,gengar,False,False,False,True,,,600
196,False,gengar-gmax,https://pokeapi.co/api/v2/pokemon/10202/,94,gengar,False,False,False,True,,,500
197,True,hypno,https://pokeapi.co/api/v2/pokemon/97/,97,hypno,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,483
198,True,kingler,https://pokeapi.co/api/v2/pokemon/99/,99,kingler,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,475
199,False,kingler-gmax,https://pokeapi.co/api/v2/pokemon/10203/,99,kingler,False,False,False,False,,,475
200,True,electrode,https://pokeapi.co/api/v2/pokemon/101/,101,electrode,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,490
201,False,electrode-hisui,https://pokeapi.co/api/v2/pokemon/10232/,101,electrode,False,False,False,False,,,490
202,True,exeggutor,https://pokeapi.co/api/v2/pokemon/103/,103,exeggutor,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,530
203,False,exeggutor-alola,https://pokeapi.co/api/v2/pokemon/10114/,103,exeggutor,False,False,False,False,,,530
204,True,marowak,https://pokeapi.co/api/v2/pokemon/105/,105,marowak,False,False,False,False,generation-i,https://pokeapi.co/api/v2/generation/1/,425
205,False,marowak-alola,https://pokeapi.co/api/v2/pokemon/10115/,105,marowak,False,False,False,False,,,425
